temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain_sum,precipitation_hours,wind_speed_10m_max,shortwave_radiation_sum,year,month,day,id
24.1,5.7,14.1,0.0,0.0,19.2,19.65,2021,12,28,"51f301a1-3bc5-4a4d-850e-441bbc94d558"
25.2,4.1,12.9,0.0,0.0,18.8,20.42,2021,12,29,"638cfb66-3863-4fc2-aa9b-30d07c73e506"
24.0,8.3,14.9,0.0,0.0,11.3,20.27,2021,12,30,"4cd6011c-4d73-4ade-9438-f0da8a546de9"
24.0,6.4,14.3,0.0,0.0,19.5,20.38,2021,12,31,"5388a002-ea51-4701-9954-1493e39f4a80"
24.0,5.6,14.7,0.0,0.0,10.0,20.41,2022,1,1,"6dc8ab7e-48b8-4033-8589-810efbcb1228"
24.2,10.0,15.6,0.0,0.0,28.1,20.25,2022,1,2,"e3b3d4dc-9f50-45c7-9dba-d265b5893791"
22.3,7.3,13.4,0.0,0.0,10.5,18.26,2022,1,3,"6aa5d310-5517-4366-be30-332a4a4a6bf6"
24.2,7.3,15.3,0.0,0.0,10.4,20.31,2022,1,4,"f667f189-f392-47cb-93a5-0bfdf296d4a2"
24.5,10.7,16.4,0.0,0.0,12.2,19.51,2022,1,5,"351bdb48-fe84-459f-9be9-d4841949a64b"
24.4,7.4,14.7,2.7,2.0,20.9,18.47,2022,1,6,"42645902-c4ca-49f6-8559-1073c9695e83"
23.0,7.9,13.8,0.0,0.0,18.5,16.46,2022,1,7,"7714454f-4fc2-4f4e-8a06-429b37a12639"
21.7,5.6,13.4,0.2,2.0,19.6,18.06,2022,1,8,"c4ae2114-1a58-4519-a18b-871d87ac250d"
22.1,6.6,14.3,0.0,0.0,17.1,19.51,2022,1,9,"b5278e5c-eb83-468f-b1bc-36848c05abfd"
18.5,7.6,12.7,1.3,7.0,20.3,14.63,2022,1,10,"27bd8b6e-545d-4c34-a705-b3dcfa04ec46"
18.9,9.0,13.1,0.0,0.0,18.0,14.53,2022,1,11,"61a914a0-9101-48a4-8b5a-c2e28ae2ce2e"
21.0,5.2,12.2,0.0,0.0,13.4,19.11,2022,1,12,"f2c97cab-ffa9-4dbb-841c-1d834c3e01c7"
21.0,6.1,13.7,0.0,0.0,13.8,18.23,2022,1,13,"7b78f2f9-c6c6-420f-9d35-b3e56e6d17a6"
21.4,6.8,13.6,0.0,0.0,9.2,21.4,2022,1,14,"d949000e-89de-4a00-96cc-cb220f02fdc8"
21.0,4.6,12.7,0.1,1.0,15.0,18.96,2022,1,15,"ec7c88dd-1aeb-4d96-b60f-a00f9ae82b50"
19.3,6.4,11.5,2.9,4.0,11.6,15.65,2022,1,16,"1fc3741c-2d2c-4f19-bc81-4e5fb480cc90"
19.7,6.3,12.1,3.3,1.0,20.1,18.46,2022,1,17,"4758d9f7-2561-48e4-9d56-d91561ec542e"
21.3,4.3,12.8,0.0,0.0,15.8,20.08,2022,1,18,"2c6ac8f2-dc28-4df7-8ec8-aaedf28a26fc"
21.9,6.1,13.8,0.0,0.0,13.3,19.62,2022,1,19,"d08d0635-ff08-4480-b38a-7a495798042d"
22.2,9.9,15.2,0.0,0.0,15.5,16.86,2022,1,20,"150d77a7-e96d-4e87-be14-a9d0fed25cea"
20.7,8.9,14.3,0.0,0.0,23.5,14.36,2022,1,21,"33cbf501-e313-4d4c-86fa-248a2b65cad2"
22.2,7.5,14.4,2.9,6.0,14.2,18.4,2022,1,22,"cbd3665a-78ac-4370-8ab3-5796d81252d3"
22.2,5.5,13.1,0.0,0.0,18.9,19.58,2022,1,23,"61157ad9-604c-41d8-a899-99e94dc9e851"
21.7,6.0,14.1,0.0,0.0,22.9,18.3,2022,1,24,"2eaf4fd0-c4b8-411b-b0a9-670e202c31c0"
23.4,5.3,13.6,0.0,0.0,15.4,21.23,2022,1,25,"d68d94f5-58fc-40b2-9979-252f509b60a9"
22.8,6.8,14.2,0.0,0.0,15.0,21.68,2022,1,26,"ccb45597-4666-443e-b1c7-69b13b269773"
23.5,7.0,14.8,0.0,0.0,17.7,20.42,2022,1,27,"c6716c6a-f961-45f6-b289-e194a1511532"
22.8,7.8,14.4,0.0,0.0,22.9,20.92,2022,1,28,"b96ae0ac-f601-40b8-8915-839598bd2b60"
21.0,5.9,12.4,0.5,2.0,15.3,19.91,2022,1,29,"7ce6d226-ffb8-453f-8c4e-1f126669ce43"
22.9,6.4,14.5,0.0,0.0,10.2,21.3,2022,1,30,"a6ae9710-aeb2-4620-bb71-696ab4eb3177"
24.3,5.8,14.4,0.1,1.0,20.0,20.03,2022,1,31,"2329e2b3-3dd9-4994-b051-29015bd26875"
25.4,7.5,16.3,0.0,0.0,16.9,26.58,2022,3,1,"91fe336d-3bd7-4f02-8c05-848ab5e0551f"
26.3,8.8,17.1,0.0,0.0,16.8,26.97,2022,3,2,"ed3af5fa-dc26-4b3e-bf0f-88adb73b977d"
26.9,8.3,17.8,0.0,0.0,22.0,26.0,2022,3,3,"e07521b4-d335-43a2-8cba-5356e263d3fb"
26.8,8.5,17.2,0.0,0.0,20.6,25.41,2022,3,4,"352a5da3-b435-47f1-ac28-04d633598535"
25.0,8.4,17.3,0.0,0.0,13.8,25.05,2022,3,5,"739e743a-4773-48b2-8380-b9d34e5fbca3"
26.3,9.5,17.9,0.0,0.0,17.7,23.8,2022,3,6,"4f53174a-57d9-4237-b32b-0f7046d3cadd"
25.8,10.5,18.1,0.3,1.0,17.8,21.91,2022,3,7,"e957e7c1-31e2-4272-aace-0ba215e2afb0"
25.4,9.9,18.0,0.0,0.0,23.3,23.86,2022,3,8,"3391fcb4-af18-4cb9-aa2c-de93d9cc2ba8"
26.9,7.3,17.6,0.0,0.0,26.9,26.96,2022,3,9,"7bad0ee3-0c28-4fbb-afda-fe9e7bbf4378"
27.3,9.4,18.0,0.0,0.0,22.7,27.38,2022,3,10,"9599acca-3df2-4f84-8cb3-6259f3ccbf7c"
28.3,6.0,17.9,0.0,0.0,17.4,27.45,2022,3,11,"15a0fb5a-4299-4873-a13f-f46809ee37e5"
26.3,5.4,15.0,0.0,0.0,29.5,26.58,2022,3,12,"1b188bd5-c43e-40da-8f9c-3f98911e4292"
26.9,4.0,15.1,0.0,0.0,20.1,26.03,2022,3,13,"02a4a0ae-c7a8-414d-b3de-561d5db743c1"
28.7,8.8,18.1,1.4,1.0,24.0,24.69,2022,3,14,"36af4ca3-f4d4-4ecb-b9bc-179811ec96eb"
25.8,10.7,16.9,2.4,1.0,20.3,22.73,2022,3,15,"d703d2ea-41e3-40f7-b77a-76baf3d3b649"
25.1,8.5,16.1,0.5,2.0,15.3,24.62,2022,3,16,"5e039bf9-62ef-4eb8-92f9-801a2ac52f49"
24.9,8.5,17.3,0.0,0.0,13.2,24.26,2022,3,17,"db5e4ff1-bb15-4bc6-bf0c-08d755236e5e"
26.1,8.5,17.6,0.0,0.0,17.7,25.42,2022,3,18,"ecb4b86a-66b8-4823-8f14-c977d73bd0a4"
25.8,9.5,17.6,0.1,1.0,20.5,24.62,2022,3,19,"c2b0709a-0eb8-4979-9cc5-8ac024137f4c"
25.0,8.7,16.4,0.0,0.0,12.1,24.27,2022,3,20,"be621377-cfdb-4b2a-85ac-2442147a279e"
25.8,10.3,18.0,0.0,0.0,18.1,25.74,2022,3,21,"1be02dbb-eab8-401f-8f79-cd06a7667c7b"
26.2,7.2,16.9,0.0,0.0,17.5,24.2,2022,3,22,"fe717cb0-88be-42d9-93ee-8de94bc46604"
27.1,7.3,17.4,0.0,0.0,21.7,28.53,2022,3,23,"5da49f02-71cf-4875-bcc0-dde637706749"
26.4,6.8,16.0,0.0,0.0,20.5,28.51,2022,3,24,"4f95477f-adef-4d42-9c99-a5a39e0eb4d7"
25.3,7.1,16.2,0.0,0.0,23.9,26.6,2022,3,25,"f0f8fe37-159d-4368-8bb9-81de733bd453"
25.4,7.7,16.5,0.0,0.0,19.1,27.9,2022,3,26,"beed1fde-3dda-4096-b321-8462def047f1"
26.8,7.6,17.4,0.0,0.0,11.2,26.85,2022,3,27,"dec26f6d-61ac-49e0-aa69-c7f84a249e5c"
27.6,10.1,19.2,0.0,0.0,19.1,28.01,2022,3,28,"e76d5ecb-d2f2-4430-b15c-3f009887db06"
29.7,9.6,19.3,0.0,0.0,29.9,27.56,2022,3,29,"ff31b475-0e3f-4a59-ae40-e0a2976d9cb7"
31.5,9.7,20.2,0.0,0.0,30.3,28.8,2022,3,30,"955503da-9cbf-4177-aa49-802c25607b81"
29.7,10.9,20.2,0.0,0.0,27.1,28.84,2022,3,31,"204ec00b-8930-44a6-a0b4-9c81507a146d"
27.1,13.8,20.9,0.0,0.0,19.6,21.84,2022,5,1,"07d13698-93f6-4aa9-b818-f6a70ee0c461"
30.7,11.3,21.4,0.1,1.0,12.7,28.14,2022,5,2,"d4cefefa-eff0-4d1b-b04f-9e0586355fb1"
30.0,12.2,21.0,0.0,0.0,21.4,27.48,2022,5,3,"e0d3080a-b8a4-4cc1-bc81-3a893297a3cb"
28.9,12.7,20.9,0.0,0.0,23.8,24.97,2022,5,4,"1f6e8e22-0ebb-4ef6-85f1-4e6e46fae4fc"
30.9,12.1,21.6,0.0,0.0,25.9,27.69,2022,5,5,"d4d0910f-59dd-4a44-b694-d429f55a3d25"
30.6,15.7,21.6,5.7,3.0,21.3,24.19,2022,5,6,"3366d1c5-a5b6-4674-97e7-39d7f22f2ef3"
29.2,12.5,21.5,0.0,0.0,18.4,26.85,2022,5,7,"cbfc76fb-0f63-44bc-ab49-6cd9f8c9e864"
29.0,13.2,21.1,0.8,2.0,23.7,24.14,2022,5,8,"711a3ea0-4bba-49a5-a386-189c144e8de5"
31.6,12.8,21.6,0.0,0.0,18.8,27.31,2022,5,9,"09b944f3-5d41-4119-bc24-8ca6d423a106"
32.7,13.6,22.5,0.0,0.0,27.4,28.46,2022,5,10,"7743109b-9329-48a3-a7fc-8a610132e4e5"
27.9,12.9,20.1,0.6,3.0,25.1,27.43,2022,5,11,"103acf5a-ae4e-4ca5-bf3c-2231f240e1b6"
28.7,10.6,19.2,0.1,1.0,28.4,29.86,2022,5,12,"4070d8f0-76f2-4e89-8fe1-c1f4d08a0a06"
28.5,11.4,20.6,0.0,0.0,20.9,30.0,2022,5,13,"6c2111ce-7774-424e-8713-02843e3b4184"
29.6,12.2,20.9,0.0,0.0,23.5,29.58,2022,5,14,"02f8cfc7-a1b6-4d28-bf0e-1e2d5a3b0c58"
29.2,14.5,20.9,0.0,0.0,22.5,28.24,2022,5,15,"3ec990e6-51ca-486a-bdc2-3a2a6b33e51a"
28.4,10.8,20.0,0.0,0.0,18.9,30.91,2022,5,16,"9f834f19-3002-4161-8e27-6703352eef0b"
29.2,12.0,21.1,0.0,0.0,16.0,30.15,2022,5,17,"1be5222c-58f9-47cf-85e3-a0b87ea2401a"
29.2,12.1,21.9,0.0,0.0,19.8,28.7,2022,5,18,"07160ce7-d596-4bcd-bd45-5d92eaaa6819"
30.5,14.4,22.5,0.0,0.0,18.1,25.98,2022,5,19,"03cf7fc0-72a2-45bd-9f80-fc8be134f206"
30.4,13.8,22.1,0.0,0.0,20.5,27.28,2022,5,20,"3ab00ec5-f414-4a45-ab16-ca32419d2c6e"
30.5,14.2,22.8,0.0,0.0,13.4,27.5,2022,5,21,"6cc9c91c-3b87-4571-b040-9781e97575f2"
28.8,16.3,21.0,3.6,2.0,25.5,23.85,2022,5,22,"62ef0047-f62a-4118-a0b7-c850f91e7aca"
26.0,13.4,18.3,15.0,12.0,26.7,22.95,2022,5,23,"e187269c-375b-419d-b0c9-f1b917096f2d"
26.8,12.2,19.0,0.3,1.0,28.5,24.21,2022,5,24,"1ba6d520-26c2-4fe4-9f0b-47396959fc52"
28.2,10.6,20.0,0.0,0.0,19.4,26.49,2022,5,25,"66f5e2e4-650e-41dd-9924-929db633ffa8"
29.5,13.2,21.0,0.0,0.0,23.4,25.88,2022,5,26,"8d7a2521-c3c5-4172-95bf-02b64a0e791b"
29.7,11.4,20.3,0.0,0.0,24.6,29.0,2022,5,27,"57d142b1-8c78-4b24-a4a8-5bcb78593c0e"
28.3,11.3,19.8,0.2,1.0,20.4,28.45,2022,5,28,"fd266ad1-3653-4f24-bdd5-af75d33c608b"
27.5,12.4,19.8,0.0,0.0,17.3,27.67,2022,5,29,"d5666b76-1c24-4d5a-a40d-1dcb1909cc76"
29.5,13.8,20.3,0.1,1.0,28.0,26.72,2022,5,30,"e35ebe70-fa99-417e-b8b4-aabe36af9179"
27.2,14.0,19.3,0.3,2.0,29.7,25.11,2022,5,31,"3facdd84-b756-40f1-8144-195c0059edb4"
22.1,12.8,17.2,3.6,7.0,11.8,23.95,2022,7,1,"3cc04526-01c0-4554-b6c1-5663d2bd7813"
23.9,12.5,17.5,5.2,4.0,23.7,25.25,2022,7,2,"ac9d335b-f003-4bd0-8b5c-24adf0408b6a"
24.6,13.7,18.6,2.8,8.0,15.5,27.27,2022,7,3,"98f47053-0aad-40f6-b7d7-fe5c017d624d"
22.8,12.7,17.6,2.9,3.0,13.7,22.64,2022,7,4,"ece77c01-eedd-44c8-8ac1-08d8fef7cb5e"
22.9,12.8,17.0,5.1,3.0,13.4,22.59,2022,7,5,"0603d9d1-bff9-44e4-8aaa-af0616167040"
23.9,12.4,17.3,1.7,6.0,17.7,26.27,2022,7,6,"27671baf-800b-473d-b3fb-7fc2cf393502"
20.6,13.0,16.4,14.0,9.0,15.2,20.1,2022,7,7,"0ed7c8fc-f884-4ab0-8b04-f0c5240b53df"
23.0,12.9,17.1,7.9,8.0,22.1,24.25,2022,7,8,"a8e2ccb1-3198-4fc8-a2b5-48858c7fd0ac"
22.4,13.4,16.7,8.6,10.0,16.5,23.08,2022,7,9,"6cf2ddff-4246-43db-b1fd-745e4769dd2b"
23.2,12.1,17.2,0.0,0.0,14.8,26.54,2022,7,10,"72c101f2-353c-45cb-b31f-5d8caec0921c"
23.0,14.0,17.4,9.6,7.0,13.5,23.8,2022,7,11,"0781bc71-5341-4897-b71c-179a8194f66f"
24.0,11.3,17.8,0.4,3.0,19.8,27.54,2022,7,12,"25a7f170-6909-4b8d-a7c2-466e21205386"
23.2,11.9,16.9,3.8,6.0,12.3,26.47,2022,7,13,"2555cbae-738f-454b-83c7-593aac462d95"
23.0,11.9,16.8,9.8,15.0,24.3,24.22,2022,7,14,"3934332d-0467-4901-8d78-8935b76eb019"
22.0,12.7,16.4,19.3,13.0,16.2,20.89,2022,7,15,"e3837f91-4853-4b64-8805-3814c1952298"
22.1,11.3,15.9,4.4,10.0,14.2,22.31,2022,7,16,"0b7da1fa-0579-414b-942c-7a4ed37b3ea5"
21.6,11.9,15.6,4.7,5.0,11.2,22.41,2022,7,17,"31e50ef8-b89b-4f34-a425-230163f1c6c3"
21.7,11.8,15.9,3.1,4.0,11.4,20.0,2022,7,18,"20350097-1878-42f0-8fc8-925c5ddf2c4b"
24.1,11.2,17.7,0.1,1.0,11.3,25.66,2022,7,19,"89d751b6-8f3d-415b-8bc4-d41fc1e78fec"
24.8,12.0,18.2,0.0,0.0,10.8,25.91,2022,7,20,"838029d0-b69c-4d23-8f8c-8a8d3d6ee74a"
25.3,13.2,18.7,0.0,0.0,20.5,29.38,2022,7,21,"99126fbe-3de0-4fd8-b71f-1db5fa2c1bcc"
24.6,11.3,17.2,0.2,1.0,23.7,27.48,2022,7,22,"26855163-548c-4af8-819b-b0cc8b7f13a2"
22.9,12.4,16.9,0.9,2.0,15.6,24.97,2022,7,23,"7744db5b-1970-40e0-a9de-e2ca02e62629"
22.9,12.2,16.4,12.0,10.0,10.2,23.1,2022,7,24,"043484f6-849b-4daf-a584-d473a6f211aa"
21.1,12.0,16.0,14.1,10.0,11.5,18.32,2022,7,25,"a481d066-168d-4a0f-920f-f5d9de8f9405"
23.9,11.6,17.4,0.2,2.0,13.3,26.34,2022,7,26,"09fc97a7-bd4d-4af0-abc8-f9681f48d877"
21.3,12.3,16.1,1.8,4.0,22.0,23.78,2022,7,27,"eaa5a4c3-6897-4e87-a15b-902cea6c605d"
22.8,11.6,16.2,0.7,3.0,12.4,25.11,2022,7,28,"7a3d41df-5346-47c9-b811-ea8f9fdde86c"
20.4,13.1,16.1,17.0,15.0,11.6,19.29,2022,7,29,"38f09a59-a17d-44cc-87ac-0c96b69e0031"
22.9,12.6,17.1,0.8,6.0,21.3,26.79,2022,7,30,"d6e85e51-4fa7-4fa8-8681-2f0c198f0811"
21.0,12.0,15.9,6.1,8.0,20.9,25.48,2022,7,31,"ffa410ba-9800-459a-8f83-86c799dc0ff5"
21.1,12.1,16.0,8.2,9.0,12.8,19.92,2022,8,1,"075ceb2e-756f-4232-ac47-a0a789e5f852"
21.8,11.0,16.3,8.5,12.0,19.1,23.52,2022,8,2,"f68129e9-07a1-47c5-b605-bf770c2559b8"
23.5,12.1,17.3,1.0,4.0,13.3,27.24,2022,8,3,"59e91511-436d-4e2a-ad7b-30d65886ae1e"
25.1,12.0,17.9,0.8,5.0,18.1,26.05,2022,8,4,"bd148f28-1770-4861-aac6-0ecdcacfe777"
23.7,11.8,17.0,0.4,4.0,22.9,26.73,2022,8,5,"b526f901-0f36-4388-a069-3d6aa8a69d74"
23.6,10.1,16.6,0.0,0.0,20.9,26.86,2022,8,6,"8a55fc54-7bb9-41e4-bd9b-fc3c0fa3c67d"
22.7,12.2,16.5,3.6,6.0,14.7,23.84,2022,8,7,"c24e5e5c-6794-4bf3-aaac-aaa5769244b3"
22.5,11.5,16.0,3.9,8.0,18.4,24.45,2022,8,8,"16f50946-932f-4189-856a-aef8e5d482d7"
21.9,12.1,15.6,7.1,8.0,18.8,20.69,2022,8,9,"bf6ce63d-2c90-40c9-84f9-9c960b27c055"
22.7,12.9,16.8,2.8,5.0,17.4,23.39,2022,8,10,"a80b4b7e-92d7-4793-9fe9-3e319ca6fd2b"
22.9,12.4,17.1,2.0,6.0,19.5,23.12,2022,8,11,"44f6c921-3ada-4788-9cbd-d81cb2a29d83"
23.1,13.4,17.2,5.0,14.0,15.1,23.53,2022,8,12,"8bfb74fe-a2be-48a7-ab98-a179eb6f10eb"
20.5,12.2,16.1,18.6,9.0,13.1,21.37,2022,8,13,"07a6acaa-4ea1-4e71-abe7-a956c6753158"
20.9,11.8,16.2,7.3,6.0,14.2,21.41,2022,8,14,"6b78d32b-3dce-417a-bfca-32307bb0da42"
22.2,9.9,16.0,26.4,9.0,15.3,21.38,2022,8,15,"8625a4e9-4d1e-4aa8-9336-15c306fde9cb"
20.8,11.7,15.8,8.4,9.0,12.2,19.18,2022,8,16,"f260ab73-b76a-4ba3-8f3c-5810bdaf8cf6"
21.9,13.0,16.7,4.7,4.0,14.8,23.02,2022,8,17,"069be273-6b1b-4ffd-b105-0c6ae1a6388c"
21.5,11.9,16.0,9.1,12.0,11.3,22.47,2022,8,18,"38a6b2ef-194b-445f-a961-9b275d88f9fa"
22.0,12.0,16.9,0.2,2.0,12.2,22.72,2022,8,19,"4f09b8e6-dfcd-4137-aae3-467e14fd6edc"
21.5,11.2,16.0,15.7,8.0,13.0,18.94,2022,8,20,"ed7fce0b-b242-4216-9983-7802ef629aca"
20.4,12.7,16.4,18.2,11.0,11.9,21.01,2022,8,21,"ca43edc5-b9c1-46b9-b88b-c2efeb7ba04e"
21.8,12.5,16.2,6.6,2.0,15.8,23.62,2022,8,22,"58b5cf8a-8ee8-4c98-a6c0-7f6f2265e6dd"
22.8,11.9,16.9,0.1,1.0,13.0,24.72,2022,8,23,"8e528883-f29a-49b2-9244-31e72b24cc7d"
23.2,11.9,16.6,3.8,6.0,23.1,24.78,2022,8,24,"9606486e-bf15-4d3f-8aba-e15662bf35a2"
24.7,12.5,17.3,1.5,10.0,21.7,27.2,2022,8,25,"939b9395-cbf0-451d-a348-edc51587d5a1"
22.6,10.8,16.2,2.4,9.0,15.8,25.91,2022,8,26,"cbacdc86-b0e2-4e54-9c5e-bf2f042fdb1e"
21.5,11.5,17.1,0.0,0.0,17.0,23.38,2022,8,27,"cfd56dfc-935e-451d-9556-f7ac022447fa"
22.1,12.4,16.3,15.7,7.0,16.3,21.35,2022,8,28,"278e2b6b-89c4-4f3c-9380-5581a73f7546"
21.1,11.2,16.3,5.0,4.0,13.0,20.71,2022,8,29,"d752f8d7-27cc-44f6-8818-106ab6385a34"
23.3,10.8,16.6,6.0,7.0,13.6,22.99,2022,8,30,"4728b2d8-28d4-45af-8830-1f62f0f0c539"
24.1,13.6,17.8,3.5,5.0,16.4,24.18,2022,8,31,"822d4a99-722c-4384-ba23-21f3a62c8cc4"
21.8,7.0,13.5,2.2,2.0,15.6,24.68,2022,10,1,"0e3cd73a-5a20-4557-97a8-669c5f8d50e5"
23.0,8.1,14.3,0.0,0.0,18.8,24.58,2022,10,2,"a97247ca-40e9-4b08-a38f-359aba12e75c"
21.5,8.7,14.6,0.1,1.0,16.6,23.92,2022,10,3,"ba5cc0f0-0517-4661-b54a-ba114629aa9c"
21.3,10.0,15.2,0.0,0.0,11.2,21.87,2022,10,4,"9f8a6230-1596-4297-81df-89348f4cdc99"
20.2,10.1,14.9,1.9,2.0,14.8,18.4,2022,10,5,"f23e785c-2255-4e1d-8b68-eeb58cfd7429"
20.7,12.2,15.2,10.2,10.0,17.2,17.22,2022,10,6,"d5f3cced-8d02-48eb-940c-1745b7e3b5ec"
21.4,11.6,15.5,2.2,8.0,15.5,21.45,2022,10,7,"b84037f4-7d7f-4913-91a2-cd8addbdf951"
21.1,12.3,15.6,2.5,10.0,19.2,21.2,2022,10,8,"e406f63f-1810-4b42-be27-3deca121e5be"
19.6,10.7,14.6,1.5,9.0,22.6,15.09,2022,10,9,"88ad2f7d-d942-4e44-9356-47ad28322cfe"
20.1,10.2,14.5,3.2,11.0,19.1,15.9,2022,10,10,"3569b3dd-132e-4622-9a80-fd238ba340cd"
19.6,11.4,15.0,2.2,11.0,12.6,12.47,2022,10,11,"ed9aa26b-a499-462d-a528-5b929f4b93b6"
22.7,11.7,16.5,0.5,3.0,14.2,20.48,2022,10,12,"ff1881a6-51a2-4633-87d0-79499c5dabc1"
22.8,9.2,15.2,0.0,0.0,14.5,24.43,2022,10,13,"0917668a-7bfd-4813-99ef-c16ac797c8bc"
21.8,9.7,15.1,0.0,0.0,18.0,24.36,2022,10,14,"1293526f-e7d1-4807-9f51-f65606b653fa"
23.2,10.6,15.9,0.1,1.0,17.0,22.65,2022,10,15,"1e333bba-dcf4-4d5b-9aca-54eeca7c5204"
24.1,12.8,17.0,0.0,0.0,13.0,20.81,2022,10,16,"cc3ecf39-b18b-43d6-a5bd-97149ccdbf07"
22.8,13.0,16.7,6.1,3.0,13.5,18.22,2022,10,17,"9146b523-d401-4d9c-83a4-f8056f5d4444"
21.6,12.9,15.7,16.1,15.0,13.9,14.04,2022,10,18,"bee564db-61c7-4fec-8480-d193af81b7ef"
18.9,10.7,14.3,0.9,4.0,19.2,13.06,2022,10,19,"c63f3071-2008-4136-abe7-cf09478a742f"
19.7,8.3,13.5,3.0,7.0,10.7,18.42,2022,10,20,"6ac42d75-8432-43c3-8c23-f88b7eccdf50"
19.2,10.4,14.9,0.4,1.0,14.9,13.29,2022,10,21,"cbc6b83c-2b68-4263-bd6b-719982961ef6"
22.6,9.9,16.0,0.2,2.0,8.3,20.49,2022,10,22,"1031bf23-cc3c-49a6-bbb6-84ee0e3ddf08"
24.2,11.8,17.6,0.0,0.0,12.0,22.2,2022,10,23,"905e6d62-c69c-4331-b129-f47a78c8cb50"
25.4,14.3,18.6,0.0,0.0,15.1,22.79,2022,10,24,"a02168be-40a9-4d70-858f-6ceda5e40926"
24.5,12.5,18.0,0.0,0.0,17.8,23.13,2022,10,25,"0f618f8a-d551-4223-8664-a687b1878619"
24.8,11.2,17.9,0.0,0.0,22.6,20.71,2022,10,26,"1cd0d3e1-7d2b-4795-bc60-8d1d17f52590"
23.5,11.9,16.8,1.4,2.0,12.4,17.62,2022,10,27,"9f1a66f5-4d04-4a17-a3a0-d29ed041266b"
26.3,10.3,17.5,0.2,2.0,18.5,20.4,2022,10,28,"7bed11c8-eaa1-460c-a9c6-87f3200484d8"
23.2,12.6,17.4,1.1,2.0,14.1,17.22,2022,10,29,"aefc1a9b-6072-4235-bf8b-50ba9a1f50ec"
23.9,10.5,17.1,0.6,1.0,19.4,19.31,2022,10,30,"532ded17-ece4-4c4c-bc78-a03fc12062d4"
23.8,9.4,16.1,0.2,1.0,19.2,18.85,2022,10,31,"6afc053c-89b4-4946-90df-e94549e705c4"
22.0,11.1,15.8,0.0,0.0,13.3,18.97,2022,12,1,"f13d68b4-9ba6-4279-bdf8-d5eb43eae475"
23.6,7.7,14.9,0.0,0.0,16.1,18.47,2022,12,2,"6125e22d-3eee-44b0-93b6-8d40e7ef7f5a"
23.9,9.6,15.7,0.0,0.0,20.9,17.24,2022,12,3,"73c37a69-ba0c-4b16-9918-a934ae7c26ed"
21.7,8.0,14.9,0.0,0.0,18.9,20.05,2022,12,4,"19ec12a8-df30-4e58-a763-a37c3d2e5e03"
23.6,7.3,14.6,0.0,0.0,16.6,19.53,2022,12,5,"45ea6a22-31ca-4757-a848-5c2106192dfd"
24.2,8.1,16.7,0.0,0.0,11.8,19.5,2022,12,6,"b9b0d265-ba0b-41e8-ab22-1179efa7ca26"
25.3,8.5,15.8,0.0,0.0,12.0,20.83,2022,12,7,"03d52e14-f366-4f52-9a33-6c017d1dec87"
22.5,4.8,13.3,0.0,0.0,13.4,20.08,2022,12,8,"1482477c-2d14-4422-b289-8c4ae6841c7c"
22.8,8.3,14.3,0.1,1.0,13.4,18.19,2022,12,9,"6990a75b-5ae8-4d74-bc30-a18f7bf31398"
22.6,6.8,14.4,0.0,0.0,12.8,18.72,2022,12,10,"3a83181e-d1f4-428e-a34a-eee40cbf3912"
22.9,7.3,14.9,0.0,0.0,13.2,20.26,2022,12,11,"3617ef80-0777-42b1-9c97-71f66da25e6d"
22.6,6.8,14.1,0.0,0.0,16.0,19.62,2022,12,12,"e5ef5823-9171-4ba4-8fac-7c41545c8b98"
23.1,6.3,14.4,0.0,0.0,22.7,20.03,2022,12,13,"40f14f9b-e3f8-4a7e-94ba-ed9cf9b531c3"
24.2,4.1,13.8,0.0,0.0,21.3,20.45,2022,12,14,"aa58adc1-bc79-4b64-8010-3df884b834fe"
23.8,7.8,14.2,0.0,0.0,16.6,19.94,2022,12,15,"2a7dc066-cfa5-49f9-a088-e4781a3262cc"
24.4,7.2,14.6,0.0,0.0,17.6,19.74,2022,12,16,"68469e16-c4ad-4954-9615-570bbb020d1b"
23.2,7.4,14.6,0.0,0.0,12.9,19.12,2022,12,17,"6a470e72-a3a5-4564-933b-0476492ecc4f"
23.1,6.4,14.7,0.0,0.0,15.3,18.68,2022,12,18,"74ffff23-02c7-4b4d-82f5-cb4bb7baa52b"
22.8,6.8,14.5,0.0,0.0,12.3,19.64,2022,12,19,"f5609624-c17e-4a7e-b8d2-b90ca696b34d"
23.2,7.8,14.8,0.0,0.0,20.6,19.06,2022,12,20,"23745ade-6724-4e66-9416-7ee19076cdc7"
21.1,4.9,12.5,0.0,0.0,18.5,17.11,2022,12,21,"f33fa284-6207-4724-84aa-ca7f8de8cd5b"
22.1,6.9,14.8,0.0,0.0,12.0,18.75,2022,12,22,"c7bbbc75-1e73-4b40-a07f-2d3dc5382e19"
20.1,9.2,14.5,0.0,0.0,14.5,15.22,2022,12,23,"72c9f14d-0c99-4a4e-ab77-9427f2fa8d48"
20.0,6.2,12.8,0.0,0.0,10.9,15.36,2022,12,24,"7475ced2-4e3d-4d08-b2b7-6b1d9a19de10"
15.0,6.5,10.8,5.1,6.0,13.1,13.34,2022,12,25,"76a7c56f-dc75-4a71-905a-e1b9b971050a"
16.8,4.8,10.5,0.0,0.0,15.5,17.02,2022,12,26,"d6147504-73d3-4617-a1b1-b964425b6551"
